,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
649,649,650,Halil Derviþoðlu,TUR,MF,Brentford,Premier League,23,1999,1,0,8,0.1,0,10.0,0.0,0.0,0.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,130.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,656,657,Kiernan Dewsbury-Hall,ENG,MF,Leicester City City,Premier League,24,1998,20,19,1538,17.1,2,0.88,0.23,26.7,0.13,0.5,20.9,0.0,0.0,0.0,35.2,46.8,75.3,578.1,146.1,18.5,21.7,85.2,11.9,15.1,78.4,3.45,6.49,53.2,0.12,1.75,4.62,0.99,0.18,5.56,46.8,45.4,0.94,0.35,0.41,0.82,2.05,0.12,0.41,0.41,0.0,0.0,35.2,0.47,1.05,3.27,2.63,0.0,0.29,0.06,0.23,0.06,0.47,0.29,0.0,0.06,0.0,0.06,0.06,1.75,0.99,0.41,1.17,0.18,0.64,1.7,37.9,1.05,1.87,0.18,1.7,0.99,2.75,0.76,0.0,59.1,1.35,9.53,32.2,18.0,1.99,59.1,2.51,1.17,46.5,0.99,39.5,34.3,191.5,95.3,2.75,1.4,0.64,2.98,0.94,41.8,3.68,0.12,0.0,0.0,1.17,1.05,0.0,2.05,0.99,0.0,0.0,0.0,6.08,0.58,0.47,55.6
670,670,671,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,13,10,714,7.9,0,0.76,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,31.5,41.0,76.9,475.3,97.1,18.0,20.8,86.6,10.9,13.8,78.9,1.77,3.67,48.3,0.0,0.25,2.28,0.25,0.0,2.66,41.0,40.1,0.89,0.89,0.0,0.25,0.38,0.0,0.0,0.0,0.0,0.0,31.5,0.0,1.14,0.63,0.51,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.27,1.27,0.89,0.13,0.89,1.14,77.8,0.25,1.01,0.13,0.89,0.63,2.91,1.01,0.0,50.8,1.65,13.5,30.3,8.1,0.38,50.8,1.39,0.76,54.5,0.63,45.5,28.1,139.9,68.0,0.63,0.51,0.0,1.9,0.89,28.9,0.76,0.25,0.0,0.0,2.03,0.89,0.0,0.38,1.27,0.0,0.0,0.0,8.86,1.9,0.89,68.2
677,677,678,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,13,9,874,9.7,0,0.52,0.1,20.0,0.0,0.0,10.0,0.0,0.0,0.0,85.6,92.8,92.2,1544.5,559.8,30.4,32.3,94.2,49.4,52.2,94.7,4.95,6.6,75.0,0.0,0.21,5.26,0.0,0.0,4.43,92.8,90.0,2.78,1.75,0.0,0.31,0.0,0.62,0.0,0.0,0.0,0.0,85.6,0.0,0.21,0.62,0.52,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.31,0.31,0.31,0.0,0.1,0.1,100.0,0.0,0.93,0.31,0.62,1.24,1.86,2.58,0.0,100.2,7.22,37.6,57.2,5.67,1.44,100.2,0.31,0.31,100.0,0.0,0.0,59.9,297.8,166.7,0.52,1.44,0.1,0.0,0.0,78.6,0.1,0.0,0.0,0.0,1.03,0.31,0.0,0.0,0.31,0.0,0.0,0.0,4.23,2.68,1.34,66.7
681,681,682,Luis Díaz,COL,FW,Liverpool,Premier League,26,1997,8,7,613,6.8,3,2.35,1.03,43.8,0.19,0.43,13.3,0.0,0.0,0.0,29.9,37.6,79.3,448.7,87.8,18.2,22.1,82.7,9.26,11.0,84.0,1.76,2.06,85.7,0.29,0.88,2.65,0.74,0.15,3.68,37.6,37.4,0.29,0.0,0.0,0.88,1.03,0.29,0.0,0.0,0.0,0.0,29.9,0.0,1.47,2.94,1.91,0.0,0.59,0.15,0.29,0.0,0.59,0.29,0.0,0.29,0.0,0.0,0.0,1.47,1.18,0.29,1.03,0.15,0.44,1.03,42.9,0.59,0.88,0.0,0.88,0.29,1.76,0.0,0.0,49.7,0.44,3.38,21.6,25.3,6.62,49.7,4.26,2.06,48.3,1.62,37.9,35.9,233.2,91.8,3.09,2.06,1.76,2.06,3.53,41.8,10.6,0.29,0.0,0.0,1.76,2.35,0.29,1.03,1.18,0.0,0.0,0.0,3.97,0.88,2.06,30.0
685,685,686,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,29,1994,22,21,1915,21.3,2,0.66,0.19,28.6,0.14,0.5,12.7,0.09,0.0,0.0,57.4,66.6,86.2,1117.3,431.5,20.9,22.7,92.3,28.9,31.3,92.5,6.57,10.6,62.2,0.0,0.28,2.58,0.28,0.14,3.1,66.6,64.2,2.3,1.97,0.0,0.61,0.52,0.28,0.0,0.0,0.0,0.0,57.4,0.14,0.56,0.99,0.8,0.05,0.0,0.14,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.94,0.56,0.61,0.28,0.05,0.33,0.52,63.6,0.19,1.13,0.75,0.38,1.22,2.16,3.38,0.05,74.9,11.5,43.8,28.6,2.77,0.89,74.9,0.0,0.0,0.0,0.0,0.0,45.8,214.1,100.9,0.23,0.33,0.05,0.42,0.14,53.1,0.52,0.09,0.0,0.0,0.56,0.28,0.05,0.52,0.56,0.0,0.0,0.0,4.13,2.54,1.46,63.5
687,687,688,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,15,14,1111,12.3,1,0.49,0.24,50.0,0.17,0.33,19.5,0.16,0.0,0.0,43.5,57.3,75.9,687.8,259.8,24.6,27.2,90.1,15.0,20.4,73.7,3.17,6.34,50.0,0.0,1.06,2.2,1.46,0.81,3.5,57.3,46.3,11.0,1.54,0.0,0.24,4.63,8.86,0.57,0.33,0.16,0.0,43.5,0.08,1.46,1.63,1.3,0.24,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.65,1.22,0.57,0.0,1.3,1.87,69.6,0.57,0.89,0.41,0.49,1.06,2.85,2.6,0.0,67.9,4.07,22.4,25.0,20.8,1.63,67.9,0.98,0.0,0.0,0.65,66.7,34.5,141.2,75.9,1.79,0.57,0.08,1.22,0.81,39.1,5.69,0.16,0.0,0.0,0.98,1.54,0.16,4.63,0.65,0.0,0.08,0.08,5.45,1.46,1.06,58.1
695,695,696,Issa Diop,FRA,DF,Fulham,Premier League,26,1997,15,12,1146,12.7,1,0.24,0.16,66.7,0.33,0.5,12.3,0.0,0.0,0.0,53.7,63.3,84.8,1106.9,357.6,14.9,17.2,86.3,32.6,35.6,91.6,6.06,9.69,62.6,0.0,0.08,3.46,0.16,0.0,3.62,63.3,61.4,1.81,1.65,0.0,0.63,0.08,0.0,0.0,0.0,0.0,0.0,53.7,0.08,0.31,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.1,0.94,0.39,0.08,0.71,1.18,60.0,0.47,1.18,0.79,0.39,1.42,2.83,2.99,0.0,71.7,7.24,32.1,38.8,1.5,0.63,71.7,0.24,0.16,66.7,0.08,33.3,46.8,315.3,205.9,0.55,0.16,0.0,0.39,0.0,49.9,0.24,0.08,0.0,0.0,0.55,0.24,0.08,0.08,1.1,0.0,0.0,0.0,5.12,1.81,1.26,59.0
703,703,704,Moussa Djenepo,MLI,DFFW,Southampton,Premier League,24,1998,12,6,578,6.4,0,0.47,0.31,66.7,0.0,0.0,13.8,0.0,0.0,0.0,24.5,33.3,73.7,363.0,108.8,14.1,15.9,88.2,8.28,11.6,71.6,1.25,2.97,42.1,0.16,0.94,1.88,0.78,0.47,2.66,33.3,29.2,3.91,0.47,0.0,0.31,1.88,3.44,0.0,0.0,0.0,0.0,24.5,0.16,1.41,2.03,1.41,0.0,0.16,0.16,0.31,0.0,0.31,0.16,0.0,0.16,0.0,0.0,0.0,2.66,1.41,1.72,0.78,0.16,1.41,3.13,45.0,1.72,1.88,0.31,1.56,1.72,4.38,0.94,0.0,47.5,2.03,12.7,21.9,13.6,1.72,47.5,4.69,2.03,43.3,2.03,43.3,26.4,195.3,103.9,3.59,1.56,0.31,1.88,0.63,24.2,5.0,0.0,0.0,0.0,0.94,2.34,0.0,1.88,1.41,0.0,0.0,0.0,7.5,0.47,1.25,27.3
710,710,711,Ben Doak,SCO,FW,Liverpool,Premier League,17,2005,2,0,26,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,46.7,71.4,286.7,56.7,30.0,33.3,90.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,46.7,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.67,3.33,6.67,0.0,3.33,3.33,100.0,0.0,3.33,0.0,3.33,0.0,10.0,0.0,0.0,73.3,0.0,13.3,33.3,33.3,6.67,73.3,13.3,0.0,0.0,13.3,100.0,53.3,606.7,170.0,3.33,10.0,6.67,3.33,0.0,50.0,13.3,0.0,0.0,0.0,3.33,3.33,0.0,0.0,6.67,0.0,0.0,0.0,16.7,0.0,0.0,0.0
714,714,715,Matt Doherty,IRL,DFMF,Tottenham Hotspur,Premier League,31,1992,12,7,667,7.4,1,1.35,0.27,20.0,0.1,0.5,12.1,0.0,0.0,0.0,44.5,55.1,80.6,661.6,165.1,25.7,27.6,93.1,14.5,18.5,78.1,2.43,4.73,51.4,0.0,0.81,1.89,0.68,0.41,2.7,55.1,46.6,8.24,0.27,0.0,0.14,2.43,7.97,0.0,0.0,0.0,0.0,44.5,0.27,1.08,2.43,1.76,0.0,0.27,0.27,0.14,0.0,0.41,0.27,0.0,0.0,0.14,0.0,0.0,2.16,1.35,1.62,0.41,0.14,1.08,1.22,88.9,0.14,1.49,0.81,0.68,1.08,3.24,1.89,0.14,67.6,3.65,19.5,24.9,23.2,3.24,67.6,1.62,0.68,41.7,0.54,33.3,33.4,128.8,59.9,2.16,0.68,0.27,1.62,0.41,41.4,7.7,0.0,0.0,0.0,1.49,0.54,0.0,2.43,1.35,0.0,0.0,0.0,4.19,2.7,1.76,60.6
726,726,727,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,25,1997,21,21,1890,21.0,2,0.9,0.29,31.6,0.11,0.33,14.5,0.0,0.0,0.0,55.3,62.0,89.2,1000.1,355.2,22.2,23.4,94.9,28.8,30.9,93.2,3.81,6.43,59.3,0.0,0.05,4.67,0.1,0.0,4.1,62.0,59.4,2.52,1.76,0.0,0.38,0.1,0.1,0.0,0.0,0.0,0.0,55.3,0.05,0.38,0.67,0.52,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.0,0.86,0.43,0.14,0.48,0.67,71.4,0.19,1.38,0.81,0.57,0.86,2.29,3.67,0.1,72.5,8.57,29.6,38.0,5.19,1.57,72.5,0.05,0.0,0.0,0.0,0.0,44.0,225.6,141.1,0.52,1.0,0.05,0.52,0.14,49.5,0.38,0.19,0.0,0.0,0.62,1.19,0.0,0.1,1.0,0.0,0.05,0.0,5.19,2.19,2.29,48.9
729,729,730,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,30,1993,11,3,318,3.5,0,1.14,0.29,25.0,0.0,0.0,12.5,0.0,0.0,0.0,33.4,42.6,78.5,461.7,104.0,18.6,23.7,78.3,12.6,15.1,83.0,0.57,0.86,66.7,0.0,0.29,2.57,0.0,0.0,2.29,42.6,42.3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,33.4,0.29,0.29,1.43,1.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.43,0.57,1.43,0.0,0.29,1.14,25.0,0.86,1.14,0.29,0.86,0.57,2.57,0.86,0.0,49.7,1.71,12.0,23.4,14.9,3.14,49.7,0.86,0.57,66.7,0.29,33.3,27.7,118.9,62.6,0.57,0.57,0.0,0.86,0.57,32.3,1.71,0.29,0.0,0.0,0.86,0.29,0.29,0.29,1.43,0.0,0.29,0.0,7.14,1.14,1.71,40.0
730,730,731,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,2000,20,20,1647,18.3,0,1.26,0.27,21.7,0.0,0.0,25.9,0.0,0.0,0.0,35.1,42.2,83.3,590.0,186.0,17.0,18.8,90.7,14.5,17.0,85.2,2.84,3.93,72.2,0.11,0.98,3.99,0.27,0.0,4.54,42.2,41.7,0.44,0.44,0.11,0.11,0.16,0.0,0.0,0.0,0.0,0.0,35.1,0.0,1.09,2.08,1.58,0.0,0.11,0.22,0.05,0.11,0.16,0.05,0.0,0.0,0.05,0.0,0.05,3.01,1.91,1.64,1.26,0.11,1.15,2.08,55.3,0.93,1.42,0.55,0.87,2.08,5.08,1.37,0.0,53.5,3.11,15.6,30.4,8.09,0.33,53.5,0.71,0.49,69.2,0.22,30.8,25.9,129.7,63.2,0.66,0.98,0.0,0.77,0.93,31.0,0.55,0.38,0.0,0.0,1.37,0.38,0.0,0.16,1.91,0.0,0.0,0.0,7.1,0.71,0.82,46.4
737,737,738,Flynn Downes,ENG,MF,West Ham,Premier League,24,1999,10,3,310,3.4,0,0.59,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,28.2,34.7,81.4,369.7,64.7,20.0,21.2,94.4,5.59,7.65,73.1,1.47,2.35,62.5,0.0,0.29,2.06,0.29,0.0,2.06,34.7,33.8,0.88,0.0,0.0,0.29,0.59,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.59,1.76,0.88,0.0,0.0,0.59,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.47,0.29,1.47,0.29,0.29,0.88,33.3,0.59,2.65,0.0,2.65,0.88,2.94,0.59,0.0,45.0,1.18,6.76,29.4,8.82,0.59,45.0,0.0,0.0,0.0,0.0,0.0,24.7,95.3,34.1,0.29,0.59,0.29,2.06,0.88,29.4,2.06,0.0,0.0,0.0,1.18,1.76,0.0,0.59,1.47,0.0,0.0,0.0,5.88,1.18,1.76,40.0
739,739,740,Cody Drameh,ENG,DF,Leeds United United,Premier League,21,2001,1,1,69,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,47.5,78.9,571.3,191.3,21.3,26.3,81.0,13.8,15.0,91.7,2.5,6.25,40.0,0.0,0.0,2.5,0.0,0.0,2.5,47.5,38.8,8.75,1.25,0.0,0.0,1.25,7.5,0.0,0.0,0.0,0.0,37.5,0.0,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,5.0,0.0,5.0,1.25,2.5,3.75,66.7,1.25,0.0,0.0,0.0,1.25,7.5,1.25,0.0,55.0,1.25,8.75,32.5,13.8,0.0,55.0,1.25,1.25,100.0,0.0,0.0,21.3,60.0,12.5,0.0,1.25,0.0,1.25,1.25,28.8,3.75,0.0,0.0,0.0,1.25,0.0,0.0,1.25,5.0,0.0,0.0,0.0,6.25,1.25,0.0,100.0
746,746,747,Shane Duffy,IRL,FWDF,Fulham,Premier League,31,1992,4,0,6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,50.0,200.0,90.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,66.7
750,750,751,Lewis Dunk,ENG,DF,Brighton,Premier League,31,1991,21,21,1889,21.0,0,0.48,0.05,10.0,0.0,0.0,10.9,0.0,0.0,0.0,73.5,81.8,89.9,1444.0,527.4,24.5,25.8,95.0,39.2,41.2,95.3,8.62,12.8,67.3,0.0,0.05,4.86,0.19,0.0,3.71,81.8,78.7,3.05,2.33,0.1,0.71,0.05,0.14,0.0,0.0,0.0,0.0,73.5,0.1,0.43,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.52,0.1,0.0,0.19,0.67,28.6,0.48,1.1,0.76,0.33,1.0,1.62,2.67,0.0,89.4,11.3,46.4,41.1,2.05,0.95,89.4,0.05,0.05,100.0,0.0,0.0,59.9,295.8,154.1,0.52,0.43,0.0,0.33,0.14,66.7,0.05,0.1,0.0,0.0,0.57,0.62,0.05,0.05,0.38,0.0,0.14,0.05,6.76,1.62,1.48,52.3
752,752,753,Jhon Durán,COL,FW,Aston Villa,Premier League,19,2003,1,0,9,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,60.0,480.0,70.0,10.0,20.0,50.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,50.0,40.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,20.0,10.0,60.0,10.0,10.0,100.0,0.0,0.0,40.0,290.0,250.0,10.0,10.0,0.0,10.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
758,758,759,Malcolm Ebiowei,ENG,MFFW,Crystal Palace,Premier League,19,2003,3,0,34,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,50.0,245.0,40.0,5.0,10.0,50.0,5.0,5.0,100.0,2.5,5.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,25.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,2.5,5.0,0.0,5.0,0.0,2.5,0.0,0.0,52.5,0.0,2.5,20.0,30.0,5.0,52.5,12.5,5.0,40.0,7.5,60.0,35.0,267.5,75.0,5.0,2.5,0.0,12.5,0.0,37.5,22.5,0.0,0.0,0.0,0.0,2.5,0.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,762,763,Ederson,BRA,GK,Manchester City,Premier League,29,1993,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,36.4,86.9,745.9,481.5,7.14,7.24,98.7,17.0,17.1,99.2,7.52,12.0,62.5,0.05,0.05,0.24,0.0,0.0,0.0,36.4,30.6,5.86,1.48,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.1,50.0,0.05,0.0,0.0,0.0,0.0,0.05,0.33,0.1,37.8,29.2,37.5,0.38,0.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,25.3,116.9,73.4,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.24,0.0,100.0
764,764,765,Odsonne Édouard,FRA,FWMF,Crystal Palace,Premier League,25,1998,20,12,1093,12.1,3,2.07,0.83,40.0,0.12,0.3,12.4,0.0,0.0,0.0,16.3,22.7,71.6,186.8,36.0,11.7,14.5,80.7,3.14,5.12,61.3,0.25,0.5,50.0,0.17,0.99,0.58,0.74,0.0,2.31,22.7,21.7,0.91,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,16.3,0.17,0.74,2.48,1.82,0.0,0.08,0.5,0.08,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.74,0.83,0.58,0.83,0.33,0.5,0.83,60.0,0.33,0.83,0.41,0.41,0.25,1.98,1.4,0.0,36.5,1.65,4.3,17.8,14.9,4.55,36.5,2.15,0.66,30.8,1.4,65.4,18.8,91.6,39.6,1.65,1.4,1.16,2.98,2.98,26.0,4.63,0.25,0.0,0.0,1.16,0.74,0.58,0.33,0.83,0.0,0.0,0.0,3.31,1.98,2.07,49.0
765,765,766,Samuel Edozie,ENG,FWMF,Southampton,Premier League,20,2003,15,5,541,6.0,0,1.33,0.5,37.5,0.0,0.0,16.5,0.0,0.0,0.0,17.0,25.2,67.5,199.5,56.2,11.7,14.5,80.5,3.17,5.17,61.3,0.67,1.5,44.4,0.0,1.0,0.83,1.0,0.17,1.83,25.2,25.0,0.0,0.0,0.17,0.0,1.67,0.0,0.0,0.0,0.0,0.0,17.0,0.17,1.67,3.0,1.83,0.0,0.5,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.33,0.83,1.5,0.17,0.5,1.17,42.9,0.67,1.0,0.0,1.0,1.0,3.5,1.0,0.0,43.0,0.67,7.83,13.0,22.8,4.83,43.0,5.83,1.67,28.6,2.67,45.7,28.3,236.8,112.3,3.67,3.33,1.67,3.67,1.5,28.7,5.67,0.0,0.0,0.0,0.17,3.67,0.17,1.67,1.33,0.17,0.0,0.0,4.83,1.0,1.83,35.3
775,775,776,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,13,5,397,4.4,0,1.82,0.68,37.5,0.0,0.0,14.7,0.0,0.0,0.0,20.5,27.7,73.8,258.0,66.4,14.1,18.6,75.6,4.77,6.59,72.4,0.68,0.68,100.0,0.23,1.14,0.68,0.45,0.0,1.36,27.7,27.3,0.45,0.0,0.0,0.23,1.36,0.45,0.0,0.0,0.0,0.0,20.5,0.0,0.45,3.64,2.95,0.0,0.0,0.45,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.45,0.23,0.23,0.45,50.0,0.23,0.91,0.0,0.91,0.23,0.91,0.91,0.0,41.1,0.91,5.68,14.1,21.4,5.68,41.1,2.73,0.68,25.0,1.36,50.0,23.0,131.4,48.9,2.27,0.68,1.14,2.5,1.59,29.3,5.68,0.0,0.0,0.0,0.45,1.59,0.68,1.36,0.0,0.0,0.0,0.0,3.64,1.59,2.5,38.9
778,778,779,Harvey Elliott,ENG,MFFW,Liverpool,Premier League,19,2003,20,13,1131,12.6,1,1.67,0.48,28.6,0.05,0.17,19.3,0.0,0.0,0.0,43.3,54.4,79.6,637.3,158.6,24.8,27.7,89.4,14.8,18.7,79.2,2.06,4.13,50.0,0.08,1.27,4.05,2.22,0.4,6.98,54.4,52.1,1.9,0.0,0.32,0.16,2.22,0.4,0.08,0.0,0.0,0.0,43.3,0.4,1.11,3.89,3.02,0.08,0.4,0.32,0.08,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0,1.03,0.56,0.32,0.32,0.4,0.32,1.51,21.1,1.19,1.59,0.08,1.51,0.48,1.51,0.48,0.0,64.0,0.63,7.86,28.7,28.0,2.7,64.0,2.7,1.19,44.1,0.95,35.3,41.2,218.8,109.4,3.17,2.7,0.63,1.51,1.19,47.6,7.3,0.08,0.0,0.0,0.79,1.59,0.08,2.22,0.56,0.0,0.0,0.0,5.95,0.08,0.71,10.0
780,780,781,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,5,1,113,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,46.2,95.0,793.1,172.3,17.7,17.7,100.0,20.8,22.3,93.1,4.62,4.62,100.0,0.0,0.0,2.31,1.54,0.0,1.54,46.2,44.6,1.54,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.77,0.0,0.0,0.77,0.77,100.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,48.5,1.54,8.46,32.3,8.46,0.0,48.5,0.0,0.0,0.0,0.0,0.0,29.2,103.1,28.5,0.77,0.0,0.0,0.0,0.0,37.7,0.77,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.77,0.0,0.0,0.0,7.69,0.0,1.54,0.0
