,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
2259,2259,2260,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,18,17,1503,16.7,1,0.36,0.18,50.0,0.17,0.33,17.2,0.0,0.0,0.0,61.1,74.3,82.2,927.1,353.4,35.7,39.0,91.4,20.2,24.0,84.3,3.65,6.83,53.5,0.06,1.08,5.87,1.26,0.6,4.79,74.3,64.3,9.64,1.32,0.06,0.6,2.87,7.6,0.54,0.54,0.0,0.0,61.1,0.42,1.56,2.34,1.98,0.18,0.0,0.06,0.12,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.8,0.9,1.08,0.6,0.12,1.08,1.32,81.8,0.24,1.74,0.36,1.38,1.32,3.11,1.68,0.06,84.4,5.03,26.2,40.4,18.4,0.9,84.4,0.84,0.06,7.1,0.6,71.4,47.1,230.1,122.2,2.51,1.74,0.06,0.84,0.3,51.6,2.99,0.24,0.0,0.0,1.68,0.84,0.0,2.87,0.9,0.0,0.0,0.0,6.83,1.44,1.08,57.1
2260,2260,2261,Jonjo Shelvey,ENG,MF,Newcastle United Utd,Premier League,30,1992,3,0,37,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,65.0,73.1,1105.0,440.0,12.5,15.0,83.3,20.0,25.0,80.0,10.0,20.0,50.0,0.0,0.0,10.0,0.0,0.0,7.5,65.0,57.5,7.5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,2.5,0.0,0.0,70.0,0.0,20.0,45.0,5.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,25.0,157.5,47.5,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2261,2261,2262,Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,30,1992,1,0,35,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,60.0,79.2,1195.0,555.0,15.0,17.5,85.7,17.5,20.0,87.5,15.0,20.0,75.0,0.0,5.0,15.0,7.5,2.5,12.5,60.0,60.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,62.5,0.0,17.5,37.5,7.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,45.0,380.0,240.0,0.0,2.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2268,2268,2269,Bernardo Silva,POR,MFFW,Manchester City,Premier League,28,1994,20,16,1410,15.7,2,1.08,0.32,29.4,0.12,0.4,18.2,0.0,0.0,0.0,52.7,61.3,85.9,837.1,150.3,28.9,31.2,92.4,18.2,20.7,88.0,3.82,5.73,66.7,0.32,1.46,3.18,1.34,0.38,4.9,61.3,59.0,2.17,0.45,0.06,0.38,3.12,1.21,0.45,0.0,0.13,0.0,52.7,0.13,0.96,3.5,2.87,0.06,0.25,0.06,0.19,0.06,0.57,0.51,0.0,0.0,0.0,0.06,0.0,1.97,0.89,0.45,1.15,0.38,0.89,1.78,50.0,0.89,0.96,0.19,0.76,0.64,2.61,0.25,0.0,71.7,1.15,9.94,31.8,30.5,4.2,71.7,2.99,1.34,44.7,1.27,42.6,44.2,313.9,160.4,4.14,3.31,1.53,1.21,1.46,53.8,8.73,0.13,0.0,0.0,0.64,0.7,0.13,3.12,0.89,0.06,0.0,0.0,4.46,0.13,0.32,28.6
2272,2272,2273,Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,20,19,1794,19.9,0,0.5,0.05,10.0,0.0,0.0,11.9,0.0,0.0,0.0,72.8,80.7,90.3,1383.5,554.1,26.6,28.0,95.0,38.8,40.5,95.9,6.93,10.8,64.2,0.1,0.2,4.52,0.5,0.0,4.12,80.7,77.7,2.56,2.31,0.0,0.65,0.05,0.1,0.0,0.0,0.0,0.0,72.8,0.35,0.4,0.6,0.55,0.05,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.56,0.95,0.8,0.75,0.0,0.75,0.95,78.9,0.2,1.51,1.11,0.4,1.46,3.02,4.52,0.1,91.1,13.8,47.2,42.2,1.91,0.9,91.1,0.15,0.1,66.7,0.0,0.0,57.3,265.5,152.2,0.2,0.45,0.0,0.2,0.05,65.9,0.05,0.05,0.0,0.0,0.4,0.5,0.0,0.05,0.95,0.0,0.0,0.0,5.83,2.06,0.95,68.3
2277,2277,2278,Ellis Simms,ENG,FW,Everton,Premier League,22,2001,2,0,17,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,335.0,215.0,10.0,10.0,100.0,0.0,5.0,0.0,5.0,5.0,100.0,0.0,0.0,5.0,5.0,0.0,10.0,20.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,50.0,0.0,5.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,33.3
2283,2283,2284,Luis Sinisterra,COL,FW,Leeds United United,Premier League,23,1999,12,8,537,6.0,2,2.17,0.83,38.5,0.15,0.4,17.3,0.0,0.0,0.0,30.2,36.7,82.3,420.0,102.2,15.7,18.3,85.5,9.33,10.3,90.3,1.5,1.83,81.8,0.0,0.67,2.0,1.33,0.17,3.5,36.7,36.2,0.5,0.0,0.33,0.67,0.67,0.5,0.0,0.0,0.0,0.0,30.2,0.0,1.0,3.67,2.83,0.0,0.33,0.17,0.33,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,2.33,1.5,0.5,1.5,0.33,1.17,2.0,58.3,0.83,0.67,0.0,0.67,1.0,3.33,0.17,0.0,49.5,0.33,4.33,23.7,22.2,3.17,49.5,4.67,2.17,46.4,2.0,42.9,29.8,170.7,93.5,3.0,1.33,1.0,1.67,2.0,36.8,8.67,0.5,0.17,0.17,1.5,1.5,0.5,0.67,1.5,0.0,0.17,0.0,6.0,1.67,1.5,52.6
2292,2292,2293,Oliver Skipp,ENG,MF,Tottenham Hotspur,Premier League,22,2000,8,3,198,2.2,0,0.45,0.45,100.0,0.0,0.0,12.6,0.0,0.0,0.0,35.5,45.5,78.0,504.5,133.2,19.1,22.3,85.7,14.5,16.4,88.9,0.45,1.82,25.0,0.0,1.36,1.36,1.36,0.45,3.18,45.5,44.5,0.91,0.91,0.45,0.0,3.64,0.0,0.0,0.0,0.0,0.0,35.5,0.0,1.82,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.91,0.45,0.91,0.0,0.45,2.73,16.7,2.27,0.45,0.0,0.45,0.0,1.36,1.82,0.0,51.4,3.18,13.6,21.8,16.8,0.91,51.4,0.45,0.0,0.0,0.45,100.0,27.3,125.9,63.6,1.82,2.27,0.0,0.45,0.45,35.0,4.55,0.91,0.0,0.0,1.82,0.91,0.0,3.64,0.91,0.0,0.0,0.0,8.64,0.45,0.91,33.3
2300,2300,2301,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,21,21,1805,20.1,0,0.15,0.05,33.3,0.0,0.0,12.5,0.0,0.0,0.0,31.6,41.1,77.0,538.8,233.7,15.4,17.4,88.8,12.8,15.8,81.1,2.89,6.27,46.0,0.05,0.35,2.49,0.85,0.5,2.99,41.1,32.3,8.71,0.75,0.0,0.1,1.24,7.96,0.0,0.0,0.0,0.0,31.6,0.05,0.85,0.7,0.6,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.79,1.04,1.0,0.65,0.15,1.04,2.04,51.2,1.0,1.14,0.45,0.7,0.7,2.49,2.19,0.0,49.1,2.94,19.8,21.3,8.81,0.45,49.1,0.95,0.2,21.1,0.6,63.2,21.0,92.2,47.9,0.8,0.7,0.05,0.8,0.15,25.4,0.9,0.35,0.0,0.0,1.04,0.65,0.0,1.24,1.04,0.0,0.0,0.0,4.03,0.7,1.29,35.0
2301,2301,2302,Emile Smith Rowe,ENG,MFFW,Arsenal,Premier League,22,2000,5,0,52,0.6,0,3.33,1.67,50.0,0.0,0.0,17.5,0.0,0.0,0.0,31.7,36.7,86.4,465.0,125.0,15.0,15.0,100.0,11.7,11.7,100.0,3.33,5.0,66.7,0.0,5.0,1.67,3.33,0.0,3.33,36.7,33.3,3.33,0.0,0.0,0.0,3.33,0.0,3.33,3.33,0.0,0.0,31.7,0.0,1.67,5.0,3.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.67,0.0,0.0,1.67,3.33,50.0,1.67,0.0,0.0,0.0,0.0,1.67,3.33,0.0,48.3,1.67,13.3,11.7,23.3,1.67,48.3,5.0,3.33,66.7,1.67,33.3,18.3,81.7,15.0,0.0,0.0,0.0,0.0,1.67,23.3,5.0,0.0,0.0,0.0,1.67,0.0,0.0,3.33,1.67,0.0,0.0,0.0,5.0,0.0,3.33,0.0
2303,2303,2304,Cédric Soares,POR,DF,Arsenal,Premier League,31,1991,2,0,29,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,80.0,79.2,856.7,180.0,33.3,33.3,100.0,26.7,33.3,80.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,76.7,3.33,0.0,0.0,0.0,10.0,3.33,0.0,0.0,0.0,0.0,63.3,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,3.33,0.0,3.33,0.0,0.0,3.33,0.0,90.0,6.67,26.7,30.0,33.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,46.7,290.0,223.3,3.33,6.67,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,3.33,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
2304,2304,2305,Cédric Soares,POR,DF,Fulham,Premier League,31,1991,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,27.0,20.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2309,2309,2310,Dominic Solanke,ENG,FWMF,Bournemouth,Premier League,25,1997,17,16,1431,15.9,3,2.26,1.01,44.4,0.08,0.19,14.2,0.0,0.0,0.0,11.0,15.8,69.7,147.2,32.2,7.04,8.87,79.4,2.96,3.84,77.0,0.57,0.75,75.0,0.19,0.57,0.57,0.38,0.0,1.45,15.8,14.1,1.7,0.0,0.06,0.06,0.25,0.06,0.0,0.0,0.0,0.0,11.0,0.0,1.26,1.57,0.94,0.0,0.25,0.31,0.06,0.0,0.44,0.31,0.0,0.0,0.13,0.0,0.0,0.44,0.25,0.25,0.06,0.13,0.19,0.63,30.0,0.44,0.75,0.25,0.5,0.13,0.57,1.45,0.0,29.7,1.51,5.22,12.7,12.6,3.96,29.7,2.96,1.13,38.3,1.64,55.3,18.4,127.4,46.4,1.64,1.01,0.69,3.65,2.14,21.4,4.47,0.06,0.0,0.0,1.38,1.76,0.31,0.25,0.25,0.0,0.0,0.0,3.08,1.57,2.58,37.9
2316,2316,2317,Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,5,0,79,0.9,1,2.22,2.22,100.0,0.5,0.5,18.6,0.0,0.0,0.0,20.0,25.6,78.3,302.2,164.4,8.89,11.1,80.0,8.89,10.0,88.9,1.11,2.22,50.0,0.0,1.11,2.22,2.22,0.0,6.67,25.6,24.4,1.11,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.22,2.22,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,2.22,1.11,1.11,1.11,0.0,2.22,2.22,100.0,0.0,0.0,0.0,0.0,1.11,3.33,0.0,0.0,41.1,2.22,12.2,13.3,17.8,1.11,41.1,6.67,3.33,50.0,3.33,50.0,31.1,193.3,101.1,1.11,2.22,0.0,3.33,4.44,24.4,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,13.3,2.22,0.0,100.0
2327,2327,2328,Tomá Sou?ek,CZE,MF,West Ham,Premier League,27,1995,22,18,1655,18.4,1,1.03,0.33,31.6,0.05,0.17,11.4,0.0,0.0,0.0,25.1,34.3,72.9,427.0,128.3,11.9,15.6,76.3,9.57,12.2,78.2,2.61,3.86,67.6,0.05,0.49,2.39,0.33,0.16,3.04,34.3,33.9,0.43,0.43,0.0,0.33,0.49,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.98,1.96,1.58,0.0,0.0,0.33,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.93,1.41,1.68,1.14,0.11,0.98,1.96,50.0,0.98,1.58,0.65,0.92,1.58,4.51,1.96,0.05,46.0,3.75,15.1,22.0,8.91,2.45,46.0,0.43,0.11,25.0,0.22,50.0,18.9,69.2,25.1,0.43,0.38,0.0,0.76,0.71,26.1,1.68,0.05,0.0,0.0,1.52,0.6,0.05,0.49,1.41,0.0,0.0,0.0,4.29,3.26,2.45,57.1
2331,2331,2332,Boubakary Soumaré,FRA,MF,Leicester City City,Premier League,23,1999,14,12,836,9.3,0,0.11,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,47.8,53.8,89.0,719.1,182.4,26.3,28.1,93.9,17.6,20.0,88.2,2.26,2.8,80.8,0.0,0.22,3.44,0.11,0.0,3.76,53.8,53.3,0.43,0.43,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.75,0.54,0.43,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.47,1.51,1.94,0.22,1.61,2.58,62.5,0.97,0.54,0.22,0.32,1.72,5.38,1.72,0.0,64.1,2.58,20.2,40.4,4.3,0.0,64.1,0.65,0.43,66.7,0.22,33.3,33.3,152.4,64.4,1.08,0.43,0.0,1.08,1.18,43.2,1.18,0.43,0.0,0.0,1.51,1.08,0.0,0.11,2.47,0.0,0.0,0.0,6.67,0.97,0.97,50.0
2334,2334,2335,Harry Souttar,AUS,DF,Leicester City City,Premier League,24,1998,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,42.5,83.5,687.5,270.0,9.5,10.5,90.5,23.0,26.0,88.5,3.0,4.0,75.0,0.5,0.5,3.5,0.0,0.0,1.5,42.5,39.0,2.5,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,35.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.5,0.0,1.5,3.0,50.0,1.5,1.0,1.0,0.0,0.5,2.5,4.0,0.0,50.0,7.5,22.5,27.5,0.5,0.5,50.0,0.0,0.0,0.0,0.0,0.0,30.0,118.0,56.5,0.0,0.0,0.0,0.0,0.0,31.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,5.0,2.0,0.0,100.0
2337,2337,2338,Çaðlar Söyüncü,TUR,DF,Leicester City City,Premier League,26,1996,2,1,79,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,54.4,79.6,741.1,231.1,18.9,20.0,94.4,23.3,28.9,80.8,1.11,5.56,20.0,0.0,0.0,2.22,0.0,0.0,3.33,54.4,52.2,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.11,1.11,1.11,0.0,1.11,1.11,100.0,0.0,2.22,1.11,1.11,1.11,3.33,2.22,0.0,63.3,12.2,41.1,22.2,0.0,0.0,63.3,0.0,0.0,0.0,0.0,0.0,37.8,180.0,115.6,1.11,0.0,0.0,0.0,0.0,45.6,0.0,1.11,0.0,0.0,1.11,0.0,0.0,0.0,1.11,0.0,0.0,0.0,2.22,0.0,1.11,0.0
2339,2339,2340,Djed Spence,ENG,FWDF,Tottenham Hotspur,Premier League,22,2000,4,0,7,0.1,0,10.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,50.0,90.0,55.6,600.0,40.0,40.0,50.0,80.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,30.0,10.0,80.0,20.0,120.0,10.0,0.0,0.0,0.0,0.0,80.0,920.0,660.0,20.0,10.0,10.0,0.0,20.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0
2344,2344,2345,Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,9,3,297,3.3,0,0.3,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,21.8,38.2,57.1,319.4,111.8,12.4,15.8,78.8,7.88,14.2,55.3,0.91,3.64,25.0,0.0,0.0,1.82,0.3,0.3,0.61,38.2,31.2,6.67,0.0,0.0,0.0,3.03,6.67,0.0,0.0,0.0,0.0,21.8,0.3,2.12,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.21,0.91,0.3,0.3,0.61,1.52,40.0,0.91,0.91,0.3,0.61,1.52,3.03,4.55,0.0,50.6,5.15,20.0,17.0,14.2,0.61,50.6,1.82,0.61,33.3,1.21,66.7,22.1,138.8,67.0,2.73,1.21,0.3,0.91,1.21,23.0,4.55,0.61,0.0,0.0,1.21,0.0,0.3,3.03,1.21,0.0,0.0,0.0,4.55,1.52,0.91,62.5
2349,2349,2350,Junior Stanislas,ENG,MF,Bournemouth,Premier League,33,1989,4,0,61,0.7,0,1.43,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,31.4,40.0,78.6,470.0,101.4,17.1,20.0,85.7,12.9,15.7,81.8,0.0,1.43,0.0,0.0,2.86,4.29,0.0,0.0,5.71,40.0,38.6,1.43,0.0,0.0,1.43,1.43,0.0,1.43,0.0,0.0,0.0,31.4,0.0,1.43,5.71,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,1.43,0.0,0.0,0.0,0.0,48.6,0.0,4.29,21.4,22.9,4.29,48.6,0.0,0.0,0.0,0.0,0.0,25.7,131.4,18.6,0.0,1.43,0.0,1.43,1.43,38.6,7.14,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0
2350,2350,2351,Jay Stansfield,ENG,FW,Fulham,Premier League,20,2002,3,1,87,1.0,0,2.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,9.0,23.0,39.1,82.0,32.0,7.0,8.0,87.5,1.0,7.0,14.3,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,35.0,2.0,7.0,14.0,15.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,13.0,88.0,35.0,2.0,2.0,0.0,2.0,2.0,23.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
2354,2354,2355,Jack Stephens,ENG,DF,Southampton,Premier League,29,1994,2,0,46,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,56.0,82.1,796.0,214.0,18.0,20.0,90.0,26.0,34.0,76.5,2.0,2.0,100.0,0.0,0.0,6.0,0.0,0.0,6.0,56.0,50.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,2.0,6.0,4.0,0.0,66.0,8.0,16.0,34.0,16.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,32.0,270.0,172.0,6.0,4.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
2355,2355,2356,Jack Stephens,ENG,DF,Bournemouth,Premier League,29,1994,5,3,273,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,30.0,81.1,537.7,229.3,6.67,7.67,87.0,12.7,14.7,86.4,5.0,6.67,75.0,0.0,0.67,1.33,0.0,0.0,2.0,30.0,29.7,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.67,1.67,0.67,0.0,0.67,0.67,100.0,0.0,1.0,1.0,0.0,0.0,2.33,4.67,0.0,37.7,7.0,26.3,11.0,0.67,0.33,37.7,0.33,0.33,100.0,0.0,0.0,15.7,84.7,38.3,0.0,0.0,0.0,0.33,0.0,17.7,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.0,1.67,0.0,0.0,0.0,5.0,0.67,1.0,40.0
2356,2356,2357,Raheem Sterling,ENG,FWMF,Chelsea,Premier League,28,1994,16,14,1144,12.7,4,1.65,0.79,47.6,0.19,0.4,12.7,0.0,0.0,0.0,23.3,31.2,74.7,300.2,69.8,14.0,16.8,83.6,6.61,8.74,75.7,0.94,1.42,66.7,0.16,1.73,1.34,1.65,0.47,2.83,31.2,30.0,1.1,0.0,0.31,0.0,2.13,0.16,0.55,0.55,0.0,0.0,23.3,0.08,1.1,3.15,2.83,0.0,0.08,0.08,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.79,0.39,0.16,0.16,0.47,0.39,0.63,62.5,0.24,0.94,0.0,0.94,0.08,0.87,0.24,0.0,42.0,0.16,3.07,12.9,26.8,5.28,42.0,3.86,1.18,30.6,2.44,63.3,30.1,174.6,86.8,3.39,2.2,2.13,2.52,2.83,35.4,8.35,0.24,0.0,0.0,1.18,1.5,0.55,2.13,0.39,0.0,0.0,0.0,3.23,0.0,0.47,0.0
2361,2361,2362,John Stones,ENG,DF,Manchester City,Premier League,28,1994,14,13,1181,13.1,0,0.53,0.08,14.3,0.0,0.0,13.0,0.0,0.0,0.0,75.6,80.3,94.1,1287.1,379.2,35.0,36.3,96.4,34.0,35.6,95.3,5.5,6.56,83.7,0.15,0.38,5.73,0.15,0.0,5.73,80.3,77.3,2.9,0.69,0.0,0.76,0.15,2.06,0.08,0.0,0.0,0.0,75.6,0.08,0.53,0.84,0.53,0.08,0.0,0.23,0.0,0.0,0.23,0.15,0.0,0.0,0.08,0.0,0.0,0.92,0.69,0.46,0.31,0.15,0.15,0.23,66.7,0.08,0.69,0.38,0.31,0.38,1.3,1.76,0.0,86.0,4.35,26.4,49.9,10.1,1.15,86.0,0.53,0.31,57.1,0.0,0.0,57.1,313.5,160.3,1.6,1.83,0.08,0.31,0.15,68.2,1.37,0.08,0.0,0.0,0.38,0.53,0.08,0.15,0.69,0.0,0.0,0.08,4.81,1.53,0.84,64.5
